Commentary	Ref	Literature(PubmedID)	Inhibitor	value
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-3,5,7-triyl hexaethyl tris(phosphate)	6.62E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	2.5E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	diethyl 7-hydroxy-4-oxo-2-phenyl-4H-chromen-5-yl phosphate	3.3E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	4-[7-[(dimethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl dimethyl phosphate	3.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	5.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	0.00392
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one	0.00487
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	0.00745
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	0.022
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	diethyl 5-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl phosphate	0.0415
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5382	23643881	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one	0.0474
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	1.58E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	diethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl phosphate	1.79E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl diethyl phosphate	2.49E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	3-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	3.72E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	4-[7-[(diethoxyphosphoryl)oxy]-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	4.54E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	8.93E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-3,5,7-triyl hexaethyl tris(phosphate)	6.62E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	2.5E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	diethyl 7-hydroxy-4-oxo-2-phenyl-4H-chromen-5-yl phosphate	3.3E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	4-[7-[(dimethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl dimethyl phosphate	3.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	5.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	0.00392
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one	0.00487
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	0.00745
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	0.022
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	diethyl 5-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl phosphate	0.0415
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5383	23643881	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one	0.0474
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	1.58E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	diethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl phosphate	1.79E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl diethyl phosphate	2.49E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	3-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	3.72E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	4-[7-[(diethoxyphosphoryl)oxy]-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	4.54E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	8.93E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-3,5,7-triyl hexaethyl tris(phosphate)	6.62E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	2.5E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	diethyl 7-hydroxy-4-oxo-2-phenyl-4H-chromen-5-yl phosphate	3.3E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	4-[7-[(dimethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl dimethyl phosphate	3.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	5.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	0.00392
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one	0.00487
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	0.00745
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	0.022
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	diethyl 5-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl phosphate	0.0415
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5384	23643881	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one	0.0474
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	1.58E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	diethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl phosphate	1.79E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl diethyl phosphate	2.49E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	3-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	3.72E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	4-[7-[(diethoxyphosphoryl)oxy]-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	4.54E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	8.93E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-3,5,7-triyl hexaethyl tris(phosphate)	6.62E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	2.5E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	diethyl 7-hydroxy-4-oxo-2-phenyl-4H-chromen-5-yl phosphate	3.3E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	4-[7-[(dimethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl dimethyl phosphate	3.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	5.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	0.00392
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one	0.00487
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	0.00745
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	0.022
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	diethyl 5-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl phosphate	0.0415
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5385	23643881	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one	0.0474
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	1.58E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	diethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl phosphate	1.79E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl diethyl phosphate	2.49E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	3-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	3.72E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	4-[7-[(diethoxyphosphoryl)oxy]-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	4.54E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	8.93E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-3,5,7-triyl hexaethyl tris(phosphate)	6.62E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	2.5E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	diethyl 7-hydroxy-4-oxo-2-phenyl-4H-chromen-5-yl phosphate	3.3E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	4-[7-[(dimethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl dimethyl phosphate	3.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	5.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	0.00392
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one	0.00487
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	0.00745
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	0.022
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	diethyl 5-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl phosphate	0.0415
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5386	23643881	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one	0.0474
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	1.58E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	diethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl phosphate	1.79E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl diethyl phosphate	2.49E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	3-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	3.72E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	4-[7-[(diethoxyphosphoryl)oxy]-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	4.54E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	8.93E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-3,5,7-triyl hexaethyl tris(phosphate)	6.62E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	2.5E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	diethyl 7-hydroxy-4-oxo-2-phenyl-4H-chromen-5-yl phosphate	3.3E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	4-[7-[(dimethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl dimethyl phosphate	3.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	5.6E-4
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	diethyl 4-oxo-2-phenyl-4H-chromen-7-yl phosphate	0.00392
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one	0.00487
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	dimethyl 4-oxo-2-phenyl-4H-chromen-6-yl phosphate	0.00745
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	0.022
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	diethyl 5-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl phosphate	0.0415
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5387	23643881	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one	0.0474
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	1.58E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	diethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl phosphate	1.79E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]phenyl diethyl phosphate	2.49E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	3-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	3.72E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	4-[7-[(diethoxyphosphoryl)oxy]-4-oxo-4H-chromen-3-yl]phenyl diethyl phosphate	4.54E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	2-[3,4-bis[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	8.93E-6
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	2-[4-[(diethoxyphosphoryl)oxy]phenyl]-4-oxo-4H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.58E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	2-[3-[(diethoxyphosphoryl)oxy]-4-methoxyphenyl]-4-oxo-3,4-dihydro-2H-chromene-5,7-diyl tetraethyl bis(phosphate)	1.94E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	tetraethyl 4-oxo-2-phenyl-4H-chromene-5,7-diyl bis(phosphate)	2.17E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	4-[7-[(diethoxyphosphoryl)oxy]-5-hydroxy-4-oxo-4H-chromen-2-yl]benzene-1,2-diyl tetraethyl bis(phosphate)	2.4E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethyl phosphate	2.55E-5
in 0.1 M sodium phosphate buffer, pH 7.0, at 30°C	5388	23643881	tetraethyl 5-hydroxy-4-oxo-2-phenyl-4H-chromene-6,7-diyl bis(phosphate)	3.23E-5
